PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
Temporary Right of Way Use Permit,2016-013401 RW,11482054,UCC-160225-09-01 CTRMA-Bergstrom Expwy US 183 S. Water & Wastewater PKG 05,,12/1/21,ATD ROW,5129743212,2060
Temporary Right of Way Use Permit,2016-013510 RW,11482195,UCC-160225-10-01 CTRMA-Bergstrom Expwy US 183 S. Water & Wastewater PKG 06,,12/1/21,ATD ROW,5129743212,2060
Temporary Right of Way Use Permit,2016-013669 RW,11482372,UCC-160225-11-01 CTRMA-Bergstrom Expwy US 183 S. Water & Wastewater PKG 07,,12/1/21,ATD ROW,5129743212,2060
Temporary Right of Way Use Permit,2016-008136 RW,11475874,UCC-160218-07-01 CTRMA-Bergstrom Expressway US 183 S. Water & Wastewater PKG 01,,12/1/21,ATD ROW,5129743212,2065
Temporary Right of Way Use Permit,2016-008387 RW,11476206,UCC-160218-06-01 CTRMA-Bergstrom Express US 183 S. Water & Wastewater PKG 02,,12/1/21,Atlas Design Services,5129170894,2065
Temporary Right of Way Use Permit,2016-008387 RW,11476206,UCC-160218-06-01 CTRMA-Bergstrom Express US 183 S. Water & Wastewater PKG 02,,12/1/21,ATD ROW,5129743212,2065
Temporary Right of Way Use Permit,2016-008518 RW,11476350,UCC-160218-08-01 CTRMA-Bergstrom Expressway US 183 S. Water & Wastewater PKG 03,,12/1/21,ATD ROW,5129743212,2065
Temporary Right of Way Use Permit,2019-037072 RW,12152579,PW / S&B - Lynnbrook Dr 3500 Blk - Sealcoat Group 14,3500-3525 LYNNBROOK DR,8/3/19,City of Austin,5129741545,21
Temporary Right of Way Use Permit,2019-028804 RW,12142890,PW / S&B - Hillmont St 1400 Blk - Sealcoat 1 Group 5,1400-1415 HILLMONT ST,6/22/19,City of Austin,5129741545,21
Temporary Right of Way Use Permit,2019-046427 RW,12163616,APOGEE / Brycomm- W 24th St. 640-500Blk - The Muze Fiber Install,607-626 W 24TH ST,4/29/19,BRYMER COMMUNICATION SERVICES,5126268323,21
Temporary Right of Way Use Permit,2019-010178 RW,12120960,TCR - E 11th St 700 Blk - Construction Entrance,700 E 11TH ST,7/31/19,Sun Star Services LLC,5128478780,233
Temporary Right of Way Use Permit,2019-018985 RW,12131351,Bartlett Cocke - E 22nd St 2000 blk ALLEY - Alley Unloading Zone,2200-2217 POQUITO ST,5/31/19,Bartlett Cocke,5126567372,25
Temporary Right of Way Use Permit,2019-043169 RW,12159753,MASTEC - N LAMAR BLVD 4400-4444 - Install Flex ,4400-4444 N LAMAR BLVD,4/20/19,MasTec North America Inc.,5124766777,25
Temporary Right of Way Use Permit,2019-030294 RW,12144714,Bluebonnet Electric - Harris Branch PKWY 0-11428 - Repair street lights,11216-11428 HARRIS BRANCH PKWY,4/30/19,Electric Coop,5125811535,26
Temporary Right of Way Use Permit,2018-115877 RW,11980130,Dale Johnson Services - 200-217 W CESAR CHAVEZ STREET - Window Cleaning,200-217 W CESAR CHAVEZ ST,9/10/19,,5126985123,26
Temporary Right of Way Use Permit,2019-035794 RW,12151145,AEU - W HOWARD LN 3900-4120  - New Wire Install,3900-4120 W HOWARD LN,5/10/19,,5125057153,26
Temporary Right of Way Use Permit,2019-028792 RW,12142878,PW / S&B - Bell Dr 5700 blk - Sealcoat Group 4,5700-5818 BELL DR,6/15/19,City of Austin,5129741545,27
Temporary Right of Way Use Permit,2019-028790 RW,12142876,PW / S&B - Davis Ln 4300 Blk - Sealcoat Group 3,4304-4308 DAVIS LN,6/8/19,City of Austin,5129741545,27
Temporary Right of Way Use Permit,2019-028778 RW,12142842,PW/ S&B - Rivercrest Dr - Sealcoat Group 1,3508-3513 RIVERCREST DR,4/27/19,City of Austin,5129741545,27
Temporary Right of Way Use Permit,2019-043848 RW,12160553,Harvey Cleary - E. 6th Street 1801 - Side Walk Use,1801 E 6TH ST,4/19/19,Harvey Cleary Builders,5125744377,28
Temporary Right of Way Use Permit,2019-043332 RW,12159971,Mills Creek Residential Trust - Esperanza Xing 2400blk - Tower Crane,2400-2525 ESPERANZA XING,4/28/19,Sun Star Services LLC,5128478780,3
Temporary Right of Way Use Permit,2019-026503 RW,12140155,GFT/B Robinson - Frate Barker Rd 2600 Blk - Aerial Install,2700-2813 FRATE BARKER RD,4/25/19,B Robinson Inc.,5128978828,3
Temporary Right of Way Use Permit,2019-053939 RW,12172717,DNT - E 51st St 2000 Blk -Striping,2003-2027 E 51ST ST,4/12/19,,5126942880,3
Temporary Right of Way Use Permit,2019-037383 RW,12152927,Charter - Dessau Rd 12100 Blk - Aerial cable installation,12101-12135 DESSAU RD,5/1/19,LJA Engineering,5124394719,3
Temporary Right of Way Use Permit,2019-027768 RW,12141632,MPC - 710 E 3rd - Block 36,710 E 3RD ST,4/17/19,,2544951316,30
Temporary Right of Way Use Permit,2018-208210 RW,12100373,AEU - Carver Ave 7500 Blk - Installing SLTL Flex,7508-7519 CARVER AVE,4/12/19,AUSTIN ENERGY,5123226663,30
Temporary Right of Way Use Permit,2019-033319 RW,12148242,AEU - E MLK Jr Blvd 100 Blk - OH Relocation Through MH,100-121 E MARTIN LUTHER KING JR BLVD,4/25/19,AUSTIN ENERGY,5125057505,30
Temporary Right of Way Use Permit,2019-033194 RW,12148105,AEU - Brazos St 1800 Blk - OH relocation to MH,1800-1817 BRAZOS ST,6/12/19,AUSTIN ENERGY,5125057505,30
Temporary Right of Way Use Permit,2019-029796 RW,12144097,JBC - W 49TH ST 1200-1313 - TURP for DS,1200-1313 W 49TH ST,4/18/19,J.B. Cumby Construction,9792924212,30
Temporary Right of Way Use Permit,2019-039590 RW,12155615,Google / B Robinson - S 1ST ST 9800-9936 - Google Fiber CRM45,9800-9936 S 1ST ST,4/14/19,B Robinson Inc.,5128978828,30
Temporary Right of Way Use Permit,2019-033785 RW,12148807,GAATN - Manor Rd. 3100-5099Blk - Manor Rd. Reroute,2204-2208 E 51ST ST,4/18/19,BRYMER COMMUNICATION SERVICES,5126268323,30
Temporary Right of Way Use Permit,2014-051677 RW,11150803,UCC-140605-07-01 ATT-4507 Deepwoods Drive ,,7/1/30,,5129747912,30
Temporary Right of Way Use Permit,2014-051677 RW,11150803,UCC-140605-07-01 ATT-4507 Deepwoods Drive ,,7/1/30,"TR Industries, Inc.",2147343057,30
Temporary Right of Way Use Permit,2019-051682 RW,12170096,GFT / B Robinson - River Plantation Dr 11200 Blk - Aerial cable install,11200-11213 RIVER PLANTATION DR,5/4/19,B Robinson Inc.,5128978828,30
Temporary Right of Way Use Permit,2019-034667 RW,12149847,AEU- PEARL ST 2105- WR 190182,2100-2111 PEARL ST,5/10/19,AUSTIN ENERGY,5123226663,30
Temporary Right of Way Use Permit,2019-034436 RW,12149585,Zapalac/Reed - Metropolis Drive 8000- Met Center Office Bldg.,3000-3121 METLINK DR,6/3/19,ZapalacReed Construction Comp,5123068888,30
Temporary Right of Way Use Permit,2019-055112 RW,12174124,GFT / B Robinson - BRANDT RD 2418-2429 - Install Fiber,2418-2429 BRANDT RD,5/10/19,B Robinson Inc.,5128978828,30
Temporary Right of Way Use Permit,2018-195230 RW,12084523,Insituform - Nueces wastewater Rehab for 8th to MLK CCTV,1800-1819 NUECES ST,4/30/19,,5122958887,31
Temporary Right of Way Use Permit,2019-041685 RW,12158074,AEU/MASTEC - E 7th St. 9000-1700 blk - WR189665,900-920 E 7TH ST,4/20/19,MasTec North America Inc.,5124766777,31
Temporary Right of Way Use Permit,2013-091145 RW,11007829,S&B - SW Parkway tree trimming ,4001-4409 SOUTHWEST PKWY,,,5129747091,31
Temporary Right of Way Use Permit,2019-052472 RW,12171013,ATT - W Rundberg Ln 100 Blk - Installing fiber,100-118 W RUNDBERG LN,5/22/19,ATT WETX Construction,5124386353,31
Temporary Right of Way Use Permit,2019-037906 RW,12153598,Google / B Robinson - BRODIE LN 12400-12469 - Overlashing,12400-12469 BRODIE LN,4/14/19,B Robinson Inc.,5128978828,32
Temporary Right of Way Use Permit,2019-037898 RW,12153590,Google / B Robinson - LYNNBROOK DR 2218-2311 - Overlashing,2218-2311 LYNNBROOK DR,4/14/19,B Robinson Inc.,5128978828,32
Temporary Right of Way Use Permit,2019-036057 RW,12151447,Google / B Robinson - W SLAUGHTER LN 2600-2618 - Overlashing,2401-2413 W SLAUGHTER LN,4/21/19,B Robinson Inc.,5128978828,32
Temporary Right of Way Use Permit,2019-052468 RW,12171009,ZYO / MASTEC - BALCONES DR 5400-5612 - Install Flex,5400-5612 BALCONES DR,5/11/19,MasTec North America Inc.,5124766777,33
Temporary Right of Way Use Permit,2017-129175 RW,11805992,Austin Commercial - 2nd St - Block 188 Construction Entrance,600-617 W 2ND ST,8/27/19,Austin Commercial,3343205741,360
Temporary Right of Way Use Permit,2015-001076 RW,11272439,SWCAFE - RAINEY ST 51 - SALVATION PIZZA,51 RAINEY ST UNIT 130,4/25/19,"DURHAM TRADING PARTNERS X, LLC",5124707040,365
Temporary Right of Way Use Permit,2016-024326 RW,11494947,SWCAFE - BRUSHY ST 502 - NORTH DOOR,500-517 BRUSHY ST,9/15/20,"11E5,  LLC",5124853000,365
Temporary Right of Way Use Permit,2015-129303 RW,11436677,SWCAFE - E 6TH ST 1001 - THE BEE ON 6TH STREET,1001 E 6TH ST,12/7/21,,5129977339,365
Temporary Right of Way Use Permit,2014-133944 RW,11266695,SWCAFE - RAINEY ST 51 - RAINEY STREET GROCERY LLC,51 RAINEY ST,1/31/21,,5126570053,365
Temporary Right of Way Use Permit,2014-130137 RW,11260870,SWCAFE - BRAZOS ST 301 - EAST END GROCERY LLC,301 BRAZOS ST,1/31/21,,5126570053,365
Temporary Right of Way Use Permit,2017-003592 RW,11656464,SWCAFE - CONGRESS AVE 804 - 804 CONGRESS,804 CONGRESS AVE,11/10/19,,5125654477,365
Temporary Right of Way Use Permit,2016-026544 RW,11497575,SWCAFE - CONGRESS AVE 908 - QUATTRO GATTI RISTORANTE,908 CONGRESS AVE,6/23/20,,6467031400,366
Temporary Right of Way Use Permit,2019-051162 RW,12169474,JEC - W BRAKER LN 2500 blk - Manhole Work,2401-2511 W BRAKER LN,4/22/19,,5126771419,4
Temporary Right of Way Use Permit,2019-021974 RW,12134827,Ryan Companies - E 5th ST 200 Blk Tower Crane Erection,200-219 E 5TH ST,4/15/19,Ryan Companies,3136291714,4
Temporary Right of Way Use Permit,2019-036179 RW,12151591,DPR - San Antonio St 1900 Blk - Tower Crane Dismantle,1901 SAN ANTONIO ST,4/29/19,,5124684293,4
Temporary Right of Way Use Permit,2019-050150 RW,12168190,DPR - San Jacinto Blvd 100 Blk - MCC concrete pour,100-117 SAN JACINTO BLVD,4/24/19,,5126363441,4
Temporary Right of Way Use Permit,2014-113589 RW,11238434,AEU - 2001 Walsh Tarlton Ln,2001 1/2 WALSH TARLTON LN,,,7027276444,40
Temporary Right of Way Use Permit,2018-183817 RW,12071437,Bartlett Cocke - WEST AVE 1200-1225 - Multi-Use,1200-1225 WEST AVE,9/11/19,Sun Star Services LLC,5128478780,40
Temporary Right of Way Use Permit,2019-038075 RW,12153824,Greystar - 2900-2925 E 17TH ST - Vertical,2900-2925 E 17TH ST,6/3/19,Greystar  Construction,5124853635,42
Temporary Right of Way Use Permit,2017-102847 RW,11775227,Rogers O'Brien - 2100 Nueces - Student Housing,2100-2121 NUECES ST,6/3/19,Rogers-O'Brien construction,5129657260,42
Temporary Right of Way Use Permit,2018-159374 RW,12028914,PW / RJN - Walnut and Little Walnut SSES,16600-16633 DALMAHOY DR,4/30/19,RJN Group,9724374300,45
Temporary Right of Way Use Permit,2018-137832 RW,12005534,AWU - Duval St 4815-4900 - Duval SSES Manhole Inspections,4815-4900 DUVAL ST,5/31/19,Smith Turrieta Engineering,5125699022,45
Temporary Right of Way Use Permit,2019-026953 RW,12140728,AAA Window Washing - W. 2nd St. 500 - Window washing,200 NUECES ST,5/6/19,,5125773053,47
Temporary Right of Way Use Permit,2013-092793 RW,11011531,AEU - 7305 KAPOK LN ,11741 D K RANCH RD,,Austin Energy,5125057576,5
Temporary Right of Way Use Permit,2019-011920 RW,12123102,HCBeck - Bluffstone Drive 5300blk - Sidewalk Pour,5330 BLUFFSTONE LN,7/6/19,,2108319712,5
Temporary Right of Way Use Permit,2019-048264 RW,12165907,ATT / SS - Chimney Rock Dr 1000 Blk - placing fiber thorugh MH,1008-1023 CHIMNEY ROCK DR,4/12/19,ATT WETX Construction,5124386353,5
Temporary Right of Way Use Permit,2019-048279 RW,12165922,DFJ - W 6TH ST 800 BLK - window cleaning Cirrus Logic,600-617 WEST AVE,4/19/19,,5126985123,5
Temporary Right of Way Use Permit,2019-001214 RW,12110979,JCF Bridge & Concrete - Siepel Dr 7100 Blk - Mobile Crane,7100-7113 SIEPEL DR,6/21/19,,5128586742,5
Temporary Right of Way Use Permit,2019-023157 RW,12136276,GFT/B Robinson - Lynnbrook Dr 2300 blks - Aerial Install,2316-2327 LYNNBROOK DR,4/20/19,B Robinson Inc.,5128978828,5
Temporary Right of Way Use Permit,2018-177926 RW,12050054,The Burt Group - 1300 Martin Luther King Jr Blvd - UT Player Development Center,1900-1919 COMAL ST,4/21/19,The Burt Group,5126732115,50
Temporary Right of Way Use Permit,2019-037444 RW,12153001,Bartlett Cocke - Manor Rd 2011-2015 - Pedestrian Covered Walkway,2011-2015 MANOR RD,4/30/19,Bartlett Cocke,5126567372,51
Temporary Right of Way Use Permit,2017-014419 RW,11669485,ATT / Carr - Kinney Ave 2000 blk - Placing New Aerial Cable - A00JV42,2000-2019 KINNEY AVE,,AT&T,5128705068,6
Temporary Right of Way Use Permit,2014-132886 RW,11265460,AEU - AUSTIN ACHIEVE,5908 MANOR RD,,Austin Energy,5125057226,60
Temporary Right of Way Use Permit,2019-031440 RW,12146000,TWC/Jo Bland Construction - Bull Creek Rd - Easement Access,4400-4419 BULL CREEK RD,5/3/19,Joe Bland Construction LP,5128212808,60
Temporary Right of Way Use Permit,2019-017073 RW,12129020,PW / FNI - CROSSTOWN SSES MH INSPECTIONS,5300-5321 MARTIN AVE,5/31/19,Smith Turrieta Engineering,5125699022,60
Temporary Right of Way Use Permit,2019-022009 RW,12134863,Insituform - PENNWOOD LN 6100-6206 - Wastewater Line Rehab Group B Loc 35,6100-6206 PENNWOOD LN,4/18/19,,5122958887,60
Temporary Right of Way Use Permit,2018-205786 RW,12097399,PW / FNI - CROSSTOWN SSES,9201-9319 REID DR,5/31/19,Smith Turrieta Engineering,5125699022,60
Temporary Right of Way Use Permit,2018-205284 RW,12096822,PW / FNI - CROSSTOWN SSES,3100-3330 FOSTER LN,5/31/19,Smith Turrieta Engineering,5125699022,60
Temporary Right of Way Use Permit,2019-017021 RW,12128959,PW / FNI - CROSSTOWN SSES MH INSPECTIONS,400-415 E 53RD ST,5/31/19,Smith Turrieta Engineering,5125699022,60
Temporary Right of Way Use Permit,2019-041732 RW,12158121,DENBOW - GUADALUPE ST 4600 BLK - TFC North Austin Complex,4600-5019 GUADALUPE ST,5/31/19,Denbow Company Inc,5122642767,61
Temporary Right of Way Use Permit,2018-164532 RW,12034801,Dale Johnson - 515 Congress - Caulking,100-121 E 6TH ST,4/30/19,,5126985123,63
Temporary Right of Way Use Permit,2019-035882 RW,12151257,Martins Concrete - SHORE DISTRICT DR 1200-1221 - South Shore Points,1200-1221 SHORE DISTRICT DR,5/18/19,InTown-homes Ltd,2817639958,66
Temporary Right of Way Use Permit,2019-038840 RW,12154730,GFT - Colorado ST 400-600-  Alley & Lane for Manhole Access,500-510 COLORADO ST,5/1/19,Google Fiber,5122302385,7
Temporary Right of Way Use Permit,2018-068467 RW,11924635,DPR - 400-423 Jessie St - Carpenter Hotel Sidewalks,400-423 JESSIE ST,,,5747217768,7
Temporary Right of Way Use Permit,2018-214913 RW,12108499, Franklin Alan - W 49th St 1200-1313 - Pedestrian Covered Walkway,1200-1313 W 49TH ST,5/15/19,Franklin-Alan,5124925173,73
Temporary Right of Way Use Permit,2017-086989 RW,11756546,SW CAFE - 3701 Lake Austin Blvd - The Big TEST,3600-3829 LAKE AUSTIN BLVD,7/31/19,TESTY MCTESTFACE,512,731
Temporary Right of Way Use Permit,2015-009515 RW,11283609,SWCAFE - SAN JACINTO BLVD 207 - MAX'S WINE DIVE,207 SAN JACINTO BLVD,3/11/22,,7139041976,731
Temporary Right of Way Use Permit,2019-048303 RW,12165946,Dale Johnson - W 5TH ST 500 BLK - SIDEWALK CAULKING IBC Bank,500-517 NUECES ST,4/26/19,,5126985123,8
Temporary Right of Way Use Permit,2019-019925 RW,12132399,Rand Construction - E 6th St 1800 blk - DUMPSTER ,1801 E 6TH ST,8/31/19,Rand Construction,5129978239,88
Temporary Right of Way Use Permit,2019-015005 RW,12126573,SpawGlass - San Antonio St 1200 blk - TAC RMP,1200-1219 SAN ANTONIO ST,6/30/19,,5127195255,9
Temporary Right of Way Use Permit,2019-009801 RW,12120559,AWU - Guadalupe 5500 blks - Upper Waller Basin Study,5510-5521 GUADALUPE ST,5/20/19,City of Austin,5129722078,90
Temporary Right of Way Use Permit,2018-081930 RW,11940439,Stoddard - Guadalpe St 2200-2245 - Road/Sidewalk Closure,2200-2245 GUADALUPE ST,5/31/19,Stoddard Construction,8309805959,90
Temporary Right of Way Use Permit,2019-009810 RW,12120569,AWU - N Lamar & Airport Blvd - Upper Waller Basin Study,7200-7317 N LAMAR BLVD,5/13/19,City of Austin,5129722078,90
Temporary Right of Way Use Permit,2019-041912 RW,12158316,HTD - S CONGRESS AVE 1200 - Demolition,1202-1225 S CONGRESS AVE,6/19/19,,5122762494,90
Temporary Right of Way Use Permit,2018-113677 RW,11977455,Western Specialty - W 4th St 600-617 - 360 Condos weatherproof,600-617 W 4TH ST,5/1/19,Transportation Design Consultation,5125076004,90
Temporary Right of Way Use Permit,2019-009847 RW,12120609,AWU - 45th St - Upper Waller Basin Study,300-315 E 45TH ST,5/13/19,City of Austin,5129722078,90
Temporary Right of Way Use Permit,2019-019931 RW,12132405,Rand - BRAZOS ST 1-31  - 7th Floor RR & Corridor Project,1-31 BRAZOS ST,6/21/19,Rand Construction,5127674193,91
Temporary Right of Way Use Permit,2019-025662 RW,12139205,Trimbuilt - BRAZOS ST 700-720 - Dumpster,700-720 BRAZOS ST,6/20/19,Trimbuilt Construction Inc.,5128321979,93
Temporary Right of Way Use Permit,2019-042299 RW,12158774,Journeyman Construction - W St Johns Ave 600 blk - Pedestrain Covered Walkway ,600-611 W ST JOHNS AVE,6/24/19,JCI,8322756582,97
Temporary Right of Way Use Permit,2012-081404 RW,10811632,LA - F 7515-0101 2010 UNIVERSITY AVE,2010 UNIVERSITY AVE,3/2/28,Heimsath Architects,5124781621,9900
Temporary Right of Way Use Permit,2016-030333 RW,11502018,"F# 8070-0406P 4209 Airport Blvd., Mueller Section 9",4209 AIRPORT BLVD,7/24/43,RVI,5124800032,9990
Temporary Right of Way Use Permit,2017-022048 RW,11678623,F# 951-1702 1224 E. 12th Street; Next Door Creative Offices,1224 E 12TH ST,7/1/44,Urban Design Group,5123470040,9990
Temporary Right of Way Use Permit,2017-103404 RW,11775902,F# WP 385-1001B 823 Congress Avenue,823 CONGRESS AVE,12/23/44,"Armbrust & Brown, L.L.P",5124352368,9990
Temporary Right of Way Use Permit,2017-100074 RW,11772040,F# WP 385-1001A 823 Congress Avenue,823 CONGRESS AVE,12/16/44,"Armbrust & Brown, L.L.P.",5124352368,9990
Temporary Right of Way Use Permit,2017-090036 RW,11760186,"LA - 7424-0007A, 1007 S. Congress Avenue",,11/25/44,"BIG RED DOG - Austin, LLC",5126695560,9990
Temporary Right of Way Use Permit,2016-091787 RW,11575075,WP 398-1005A 300 W. Dean Keaton St.; Belo Center for New Media Pedestrian Bri,300 W DEAN KEETON ST,12/7/43,Doucet + Chan,5124808155,9990
Temporary Right of Way Use Permit,2017-090086 RW,11760243,LA - 999-1707 1009 S CONGRESS AVENUE,1009 S CONGRESS AVE,11/25/44,"BIG RED DOG, Inc.",5126695560,9990
Temporary Right of Way Use Permit,2016-150145 RW,11643943,F# 8070-0406Q; 4209 Airport Blvd.; Mueller Section 1B1,4209 AIRPORT BLVD,4/15/44,RVI,5124800032,9990
Temporary Right of Way Use Permit,2017-003623 RW,11656508,"F# 8070-0406R 4209 Airport Blvd., Mueller Wayfinding Signage",4209 AIRPORT BLVD,5/18/44,RVI,5124800032,9990
Film,2019-053090 RW,12171716,FILM - 04/16/19 - United Healthcare Photo Shoot,1726-1751 W 10TH ST,4/16/19,,2147072848,1
Film,2019-054234 RW,12173062,FILM - 4/12/19 - DANTE,5500-5601 LAKEMOORE DR,4/15/19,Sometimes Island,5128046640,1
Film,2019-055395 RW,12174433,FILM - 4/15/19 - Colman,307 W 5TH ST,4/16/19,,5122916991,1
Film,2019-051678 RW,12170092,FILM - 4/17/19 - Student Short Film,800-925 W 2ND ST,4/18/19,,8328514363,1
Film,2019-052921 RW,12171531,FILM - 4/12/19 - ReIntroduction Web Video,3700-3725 N LAMAR BLVD,4/15/19,,9175583730,1
Film,2019-053233 RW,12171871,FILM - 4/11/19 - SKAM AUSTIN HISTORY CENTER,400-417 W 9TH ST,4/12/19,,5126338574,1
Film,2019-048066 RW,12165683,FILM - 4/12-4/13/19 - Man V. Food,100-228 S CONGRESS AVE,4/15/19,,2128133663,2
Film,2019-047403 RW,12164815,FILM - 4/16/19 & 4/18/19 - Nationwide Photo Shoot,900-921 RETAMA ST,4/18/19,,2147072848,2
Film,2019-006236 RW,12116433,FILM - 1/16-4/15/19 - SKAM JULIET ST,1500-1515 JULIET ST,4/16/19,,5126338574,91
EX,2019-043846 EX,12160551,RANGER EXCAVATING - BULL CREEK RD 4301 - CONSTRUCTION ENTRANCE,4301 BULL CREEK RD,9/17/19,"Ranger Excavating, LP.",5123315551,179
EX,2019-021270 EX,12133980,RANGER EXCAVATION - SPRINGDALE RD 914 BLK - Construction Entrance,914-951 SPRINGDALE RD,4/30/19,"Ranger Excavating, LP.",5123315551,81
EX,2019-012104 EX,12123315,ATT / PSS - S LAMAR BLVD 200 BLK - RESTORATION,200-220 S LAMAR BLVD SB,5/6/19,"Pedro S S Services, Inc.",5124762979,65
EX,2019-042645 EX,12159142,HAEGELIN-8000 Metropolis-Water Tie-In & Storm Inlet Installation,7700-8433 METROPOLIS DR,4/12/19,"Haegelin Construction Co,Ltd.",5123889900,20
EX,2019-030456 EX,12144892,Haegelin - HIGHLAND MALL BLVD 600 BLK - WATER TIE IN,601-617 E HIGHLAND MALL BLVD,4/30/19,"Haegelin Construction Co,Ltd.",5123889900,41
EX,2018-196777 EX,12086629,Haegelin - W 3RD ST 200 BLK ALLEY - WW/MH INSTALL,200-259 W 3RD ST,4/7/19,"Haegelin Construction Co,Ltd.",5123889900,18
EX,2018-178953 EX,12059609,Haegelin - DAWSON RD 100-429 - W/WW/HYDRANT INSTALLATION,100-429 DAWSON RD,4/30/19,"Haegelin Construction Co,Ltd.",5123889900,150
